Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:13.11Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:10.27
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
Device: 0 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:4.04Device: 1 | Name: b'NVIDIA A100-SXM4-80GB' | Mem used:0.89
